Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Chu Hall,Fans,Winter,20,1,0,2.26
Moulton House,Laptops,Winter,21,1,0,2.01
Chu Hall,Phones,Winter,22,1,0,1.13
Gillespie Hall,Laptops,Winter,23,1,0,1.02
Chu Hall,Kettles,Winter,0,1,1,1.16
Kaplanis Hall,Kettles,Winter,1,1,1,1.49
Chu Hall,Phones,Winter,2,1,1,1.41
Smith Hall,Phones,Winter,3,1,1,2.42
Chu Hall,Fans,Winter,4,1,1,0.16
Gillespie Hall,Lamps,Winter,5,1,1,2.3
Village,Air Conditioners,Winter,6,1,1,1.49
Parker Hall,Fans,Winter,7,1,1,2.15
Adams Hall,Lamps,Winter,8,1,1,1.51
Adams Hall,Fridges,Winter,9,1,1,1.06
Adams Hall,Fridges,Winter,10,1,1,2.39
Adams Hall,Kettles,Winter,11,1,1,1.87
Chu Hall,Laptops,Winter,12,1,1,2.51
Gillespie Hall,Cooking Wares,Winter,13,1,1,0.73
Parker Hall,Lamps,Winter,14,1,1,2.48
Gillespie Hall,Lamps,Winter,15,1,1,1.58
Moulton House,Fans,Winter,16,1,1,2.57
Adams Hall,Fans,Winter,17,1,1,1.76
Parker Hall,Fridges,Winter,18,1,1,3.12
Kaplanis Hall,Laptops,Winter,19,1,1,2.24
Chu Hall,Fans,Winter,20,1,1,0.61
Village,Kettles,Winter,21,1,1,3.1
Chu Hall,Kettles,Winter,22,1,1,2.47
Village,Fans,Winter,23,1,1,0.93
Village,Fridges,Winter,0,1,2,0.73
Moulton House,Kettles,Winter,1,1,2,1.63
Village,Air Conditioners,Winter,2,1,2,1.49
Moulton House,Kettles,Winter,3,1,2,0.47
Gillespie Hall,Fridges,Winter,4,1,2,1.54
Gillespie Hall,Phones,Winter,5,1,2,0.28
Kaplanis Hall,Air Conditioners,Winter,6,1,2,1.41
Gillespie Hall,Fans,Winter,7,1,2,0.6
Parker Hall,Air Conditioners,Winter,8,1,2,2.04
Adams Hall,Laptops,Winter,9,1,2,1.7
Moulton House,Lamps,Winter,10,1,2,2.15
Smith Hall,Lamps,Winter,11,1,2,1.9
Kaplanis Hall,Lamps,Winter,12,1,2,1.1
Adams Hall,Phones,Winter,13,1,2,1.78
Moulton House,Lamps,Winter,14,1,2,1.62
Adams Hall,Kettles,Winter,15,1,2,1.79
Chu Hall,Fridges,Winter,16,1,2,1.31
Parker Hall,Lamps,Winter,17,1,2,0.93
Gillespie Hall,Lamps,Winter,18,1,2,0.35
Gillespie Hall,Cooking Wares,Winter,19,1,2,3.78
Kaplanis Hall,Heaters,Winter,20,1,2,0.94
Adams Hall,Kettles,Winter,21,1,2,0.34
Gillespie Hall,Kettles,Winter,22,1,2,3.52
Smith Hall,Cooking Wares,Winter,23,1,2,0.66
Village,Kettles,Winter,0,1,3,2.28
Village,Fridges,Winter,1,1,3,2.15
Village,Air Conditioners,Winter,2,1,3,2.51
Chu Hall,Laptops,Winter,3,1,3,2.34
Gillespie Hall,Cooking Wares,Winter,4,1,3,2.43
Smith Hall,Cooking Wares,Winter,5,1,3,0.95
Chu Hall,Kettles,Winter,6,1,3,2.01
Parker Hall,Phones,Winter,7,1,3,0.64
Smith Hall,Heaters,Winter,8,1,3,1.84
Adams Hall,Kettles,Winter,9,1,3,1.07
Moulton House,Air Conditioners,Winter,10,1,3,0.3
Gillespie Hall,Phones,Winter,11,1,3,1.3
Smith Hall,Air Conditioners,Winter,12,1,3,0.26
Village,Laptops,Winter,13,1,3,0.24
Parker Hall,Laptops,Winter,14,1,3,2.28
Village,Fans,Winter,15,1,3,1.23
Kaplanis Hall,Heaters,Winter,16,1,3,0.48
Smith Hall,Cooking Wares,Winter,17,1,3,1.77
Kaplanis Hall,Air Conditioners,Winter,18,1,3,1.82
Kaplanis Hall,Fans,Winter,19,1,3,2.9
Gillespie Hall,Fans,Winter,20,1,3,3.84
Adams Hall,Fans,Winter,21,1,3,1.39
Kaplanis Hall,Kettles,Winter,22,1,3,0.96
Smith Hall,Fridges,Winter,23,1,3,1.29
Chu Hall,Phones,Winter,0,1,4,1.34
Chu Hall,Fridges,Winter,1,1,4,0.62
Chu Hall,Cooking Wares,Winter,2,1,4,0.91
Smith Hall,Cooking Wares,Winter,3,1,4,0.38
Adams Hall,Fans,Winter,4,1,4,1.71
Chu Hall,Phones,Winter,5,1,4,1.59
Smith Hall,Laptops,Winter,6,1,4,1.92
Kaplanis Hall,Air Conditioners,Winter,7,1,4,0.22
Village,Heaters,Winter,8,1,4,0.68
Smith Hall,Fans,Winter,9,1,4,1.13
Parker Hall,Cooking Wares,Winter,10,1,4,1.11
Moulton House,Kettles,Winter,11,1,4,1.4
Adams Hall,Air Conditioners,Winter,12,1,4,0.7
Moulton House,Heaters,Winter,13,1,4,1.82
Adams Hall,Lamps,Winter,14,1,4,0.69
Chu Hall,Kettles,Winter,15,1,4,2.18
Village,Fans,Winter,16,1,4,2.15
Parker Hall,Cooking Wares,Winter,17,1,4,2.41
Chu Hall,Fans,Winter,18,1,4,1.28
Parker Hall,Laptops,Winter,19,1,4,0.28
Gillespie Hall,Fridges,Winter,20,1,4,1.72
Smith Hall,Phones,Winter,21,1,4,3.75
Adams Hall,Lamps,Winter,22,1,4,3.13
Smith Hall,Air Conditioners,Winter,23,1,4,0.31
Parker Hall,Lamps,Winter,0,1,5,0.25
Smith Hall,Phones,Winter,1,1,5,1.84
Village,Kettles,Winter,2,1,5,2.27
Smith Hall,Lamps,Winter,3,1,5,1.27
Smith Hall,Fridges,Winter,4,1,5,2.44
Parker Hall,Fans,Winter,5,1,5,1.88
Village,Air Conditioners,Winter,6,1,5,0.97
Gillespie Hall,Fans,Winter,7,1,5,0.84
Smith Hall,Laptops,Winter,8,1,5,0.49
Smith Hall,Heaters,Winter,9,1,5,1.15
Gillespie Hall,Phones,Winter,10,1,5,1.83
Moulton House,Phones,Winter,11,1,5,1.88
Chu Hall,Heaters,Winter,12,1,5,1.98
Village,Fans,Winter,13,1,5,1.24
Chu Hall,Laptops,Winter,14,1,5,1.77
Chu Hall,Phones,Winter,15,1,5,1.04
Adams Hall,Heaters,Winter,16,1,5,0.72
Parker Hall,Fridges,Winter,17,1,5,0.96
Smith Hall,Phones,Winter,18,1,5,1.34
Gillespie Hall,Air Conditioners,Winter,19,1,5,0.32
Kaplanis Hall,Fridges,Winter,20,1,5,1.4
Gillespie Hall,Kettles,Winter,21,1,5,0.99
Moulton House,Laptops,Winter,22,1,5,1.47
Gillespie Hall,Fridges,Winter,23,1,5,0.45
Adams Hall,Phones,Winter,0,1,6,1.38
Adams Hall,Air Conditioners,Winter,1,1,6,2.01
Smith Hall,Cooking Wares,Winter,2,1,6,1.1
Kaplanis Hall,Kettles,Winter,3,1,6,1.24
Village,Lamps,Winter,4,1,6,1.03
Parker Hall,Fridges,Winter,5,1,6,2.36
Gillespie Hall,Laptops,Winter,6,1,6,1.62
Kaplanis Hall,Heaters,Winter,7,1,6,1.5
Smith Hall,Phones,Winter,8,1,6,1.26
Village,Heaters,Winter,9,1,6,0.64
Smith Hall,Laptops,Winter,10,1,6,1.66
Chu Hall,Fridges,Winter,11,1,6,2.04
Smith Hall,Fridges,Winter,12,1,6,2.47
Adams Hall,Air Conditioners,Winter,13,1,6,1.39
Adams Hall,Air Conditioners,Winter,14,1,6,2.38
Moulton House,Fans,Winter,15,1,6,2.54
Moulton House,Phones,Winter,16,1,6,1.62
Village,Fans,Winter,17,1,6,2.08
Kaplanis Hall,Air Conditioners,Winter,18,1,6,1.33
Village,Heaters,Winter,19,1,6,1.06
Village,Heaters,Winter,20,1,6,3.28
Smith Hall,Cooking Wares,Winter,21,1,6,3.25
Gillespie Hall,Fans,Winter,22,1,6,24.4
Chu Hall,Air Conditioners,Winter,23,1,6,0.95
Moulton House,Heaters,Winter,0,1,0,0.47
Gillespie Hall,Heaters,Winter,1,1,0,1.28
Smith Hall,Lamps,Winter,2,1,0,2.31
Adams Hall,Kettles,Winter,3,1,0,1.47
Moulton House,Fans,Winter,4,1,0,1.39
Adams Hall,Cooking Wares,Winter,5,1,0,1.11
Adams Hall,Fridges,Winter,6,1,0,0.54
Chu Hall,Phones,Winter,7,1,0,2.39
Moulton House,Phones,Winter,8,1,0,0.29
Chu Hall,Laptops,Winter,9,1,0,1.05
Village,Phones,Winter,10,1,0,0.25
Adams Hall,Heaters,Winter,11,1,0,0.88
Kaplanis Hall,Fridges,Winter,12,1,0,2.26
Village,Kettles,Winter,13,1,0,0.77
Adams Hall,Cooking Wares,Winter,14,1,0,1.74
Parker Hall,Heaters,Winter,15,1,0,2.33
Chu Hall,Heaters,Winter,16,1,0,2.54
Kaplanis Hall,Cooking Wares,Winter,17,1,0,1.17
Moulton House,Fridges,Winter,18,1,0,1.85
Smith Hall,Kettles,Winter,19,1,0,2.43
Smith Hall,Lamps,Winter,20,1,0,0.96
Moulton House,Phones,Winter,21,1,0,1.05
Village,Cooking Wares,Winter,22,1,0,0.51
Adams Hall,Heaters,Winter,23,1,0,1.0
Gillespie Hall,Heaters,Winter,0,1,1,1.22
Adams Hall,Phones,Winter,1,1,1,0.44
Smith Hall,Air Conditioners,Winter,2,1,1,0.39
Kaplanis Hall,Fridges,Winter,3,1,1,2.43
Village,Air Conditioners,Winter,4,1,1,1.82
Parker Hall,Lamps,Winter,5,1,1,1.24
Moulton House,Kettles,Winter,6,1,1,0.45
Moulton House,Cooking Wares,Winter,7,1,1,1.72
Parker Hall,Fans,Winter,8,1,1,2.46
Village,Fridges,Winter,9,1,1,1.08
Kaplanis Hall,Fans,Winter,10,1,1,1.88
Village,Phones,Winter,11,1,1,2.21
Village,Lamps,Winter,12,1,1,0.83
Adams Hall,Heaters,Winter,13,1,1,14.0
Adams Hall,Laptops,Winter,14,1,1,1.98
Moulton House,Lamps,Winter,15,1,1,0.69
Chu Hall,Air Conditioners,Winter,16,1,1,1.87
Adams Hall,Fans,Winter,17,1,1,1.14
Parker Hall,Heaters,Winter,18,1,1,2.01
Smith Hall,Heaters,Winter,19,1,1,0.91
Village,Cooking Wares,Winter,20,1,1,3.08
Chu Hall,Fans,Winter,21,1,1,2.95
Village,Lamps,Winter,22,1,1,0.67
Chu Hall,Phones,Winter,23,1,1,0.63
Moulton House,Kettles,Winter,0,1,2,2.4
Chu Hall,Kettles,Winter,1,1,2,1.05
Kaplanis Hall,Heaters,Winter,2,1,2,0.71
Chu Hall,Air Conditioners,Winter,3,1,2,1.73
Adams Hall,Lamps,Winter,4,1,2,1.53
Village,Fans,Winter,5,1,2,1.59
Chu Hall,Fridges,Winter,6,1,2,1.19
Kaplanis Hall,Heaters,Winter,7,1,2,2.49
Adams Hall,Kettles,Winter,8,1,2,1.6
Kaplanis Hall,Lamps,Winter,9,1,2,0.2
Smith Hall,Phones,Winter,10,1,2,0.25
Chu Hall,Kettles,Winter,11,1,2,1.86
Village,Lamps,Winter,12,1,2,2.4
Parker Hall,Lamps,Winter,13,1,2,2.03
Village,Fridges,Winter,14,1,2,0.94
Village,Cooking Wares,Winter,15,1,2,0.72
Gillespie Hall,Phones,Winter,16,1,2,0.66
Moulton House,Kettles,Winter,17,1,2,1.7
Smith Hall,Fans,Winter,18,1,2,3.22
Moulton House,Fans,Winter,19,1,2,0.98
Village,Lamps,Winter,20,1,2,0.42
Gillespie Hall,Laptops,Winter,21,1,2,0.47
Moulton House,Lamps,Winter,22,1,2,3.73
Kaplanis Hall,Fridges,Winter,23,1,2,1.83
Village,Fridges,Winter,0,2,3,1.0
Parker Hall,Heaters,Winter,1,2,3,1.49
Smith Hall,Heaters,Winter,2,2,3,1.24
Gillespie Hall,Cooking Wares,Winter,3,2,3,1.61
Smith Hall,Fans,Winter,4,2,3,1.3
Kaplanis Hall,Cooking Wares,Winter,5,2,3,0.44
Gillespie Hall,Fridges,Winter,6,2,3,1.24
Smith Hall,Fans,Winter,7,2,3,1.91
Village,Heaters,Winter,8,2,3,1.68
Adams Hall,Cooking Wares,Winter,9,2,3,1.95
Gillespie Hall,Air Conditioners,Winter,10,2,3,0.68
Chu Hall,Lamps,Winter,11,2,3,0.77
Smith Hall,Cooking Wares,Winter,12,2,3,2.35
Parker Hall,Heaters,Winter,13,2,3,0.61
Chu Hall,Cooking Wares,Winter,14,2,3,0.81
Village,Lamps,Winter,15,2,3,1.99
Adams Hall,Air Conditioners,Winter,16,2,3,1.95
Moulton House,Fans,Winter,17,2,3,1.31
Smith Hall,Cooking Wares,Winter,18,2,3,1.12
Chu Hall,Cooking Wares,Winter,19,2,3,1.94
Parker Hall,Air Conditioners,Winter,20,2,3,1.24
Gillespie Hall,Lamps,Winter,21,2,3,2.67
Parker Hall,Lamps,Winter,22,2,3,2.76
Smith Hall,Fans,Winter,23,2,3,0.26
Parker Hall,Air Conditioners,Winter,0,2,4,1.24
Smith Hall,Phones,Winter,1,2,4,2.13
Kaplanis Hall,Heaters,Winter,2,2,4,0.24
Chu Hall,Heaters,Winter,3,2,4,1.45
Parker Hall,Phones,Winter,4,2,4,0.51
Chu Hall,Heaters,Winter,5,2,4,0.85
Moulton House,Fridges,Winter,6,2,4,2.34
Village,Air Conditioners,Winter,7,2,4,2.28
Moulton House,Fans,Winter,8,2,4,1.93
Smith Hall,Cooking Wares,Winter,9,2,4,2.01
Kaplanis Hall,Air Conditioners,Winter,10,2,4,0.41
Kaplanis Hall,Phones,Winter,11,2,4,1.26
Kaplanis Hall,Laptops,Winter,12,2,4,2.26
Gillespie Hall,Fridges,Winter,13,2,4,2.47
Smith Hall,Heaters,Winter,14,2,4,1.83
Adams Hall,Kettles,Winter,15,2,4,1.92
Gillespie Hall,Laptops,Winter,16,2,4,0.56
Village,Laptops,Winter,17,2,4,2.46
Adams Hall,Heaters,Winter,18,2,4,2.14
Chu Hall,Laptops,Winter,19,2,4,3.14
Gillespie Hall,Laptops,Winter,20,2,4,3.86
Village,Air Conditioners,Winter,21,2,4,1.06
Gillespie Hall,Kettles,Winter,22,2,4,3.41
Kaplanis Hall,Phones,Winter,23,2,4,2.46
Village,Fans,Winter,0,2,5,0.16
Smith Hall,Fridges,Winter,1,2,5,1.39
Kaplanis Hall,Air Conditioners,Winter,2,2,5,0.77
Village,Air Conditioners,Winter,3,2,5,2.42
Chu Hall,Lamps,Winter,4,2,5,2.49
Adams Hall,Phones,Winter,5,2,5,0.27
Chu Hall,Fans,Winter,6,2,5,1.83
Kaplanis Hall,Phones,Winter,7,2,5,0.6
Adams Hall,Cooking Wares,Winter,8,2,5,0.17
Parker Hall,Fans,Winter,9,2,5,1.56
Chu Hall,Kettles,Winter,10,2,5,1.82
Gillespie Hall,Heaters,Winter,11,2,5,2.03
Smith Hall,Cooking Wares,Winter,12,2,5,1.59
Adams Hall,Air Conditioners,Winter,13,2,5,2.56
Adams Hall,Fans,Winter,14,2,5,0.36
Chu Hall,Fans,Winter,15,2,5,0.87
Moulton House,Kettles,Winter,16,2,5,1.98
Gillespie Hall,Phones,Winter,17,2,5,0.59
Village,Phones,Winter,18,2,5,1.7
Smith Hall,Kettles,Winter,19,2,5,2.9
Smith Hall,Cooking Wares,Winter,20,2,5,1.93
Village,Cooking Wares,Winter,21,2,5,1.52
Moulton House,Fridges,Winter,22,2,5,2.77
Gillespie Hall,Fridges,Winter,23,2,5,0.79
Moulton House,Phones,Winter,0,2,6,0.31
Chu Hall,Air Conditioners,Winter,1,2,6,1.59
Moulton House,Cooking Wares,Winter,2,2,6,1.92
Moulton House,Laptops,Winter,3,2,6,1.88
Moulton House,Kettles,Winter,4,2,6,0.68
Adams Hall,Laptops,Winter,5,2,6,1.46
Gillespie Hall,Fridges,Winter,6,2,6,1.79
Moulton House,Heaters,Winter,7,2,6,1.62
Village,Cooking Wares,Winter,8,2,6,2.14
Adams Hall,Fans,Winter,9,2,6,0.68
Village,Lamps,Winter,10,2,6,2.44
Village,Fridges,Winter,11,2,6,0.17
Chu Hall,Fans,Winter,12,2,6,0.83
Moulton House,Phones,Winter,13,2,6,2.09
Moulton House,Fridges,Winter,14,2,6,1.33
Adams Hall,Fridges,Winter,15,2,6,1.54
Smith Hall,Laptops,Winter,16,2,6,0.86
Gillespie Hall,Heaters,Winter,17,2,6,2.5
Village,Heaters,Winter,18,2,6,2.9
Adams Hall,Laptops,Winter,19,2,6,0.79
Village,Lamps,Winter,20,2,6,0.76
Village,Cooking Wares,Winter,21,2,6,1.52
Gillespie Hall,Fridges,Winter,22,2,6,3.19
Village,Heaters,Winter,23,2,6,0.77
Moulton House,Heaters,Winter,0,2,0,0.52
Parker Hall,Kettles,Winter,1,2,0,2.21
Chu Hall,Kettles,Winter,2,2,0,1.26
Kaplanis Hall,Lamps,Winter,3,2,0,1.76
Kaplanis Hall,Lamps,Winter,4,2,0,2.05
Adams Hall,Heaters,Winter,5,2,0,0.46
Adams Hall,Air Conditioners,Winter,6,2,0,1.92
Moulton House,Lamps,Winter,7,2,0,0.98
Kaplanis Hall,Phones,Winter,8,2,0,2.25
Village,Laptops,Winter,9,2,0,0.76
Adams Hall,Lamps,Winter,10,2,0,2.08
Gillespie Hall,Laptops,Winter,11,2,0,0.46
Parker Hall,Lamps,Winter,12,2,0,0.48
Moulton House,Air Conditioners,Winter,13,2,0,1.68
Gillespie Hall,Phones,Winter,14,2,0,1.97
Village,Fans,Winter,15,2,0,2.07
Gillespie Hall,Fridges,Winter,16,2,0,0.35
Parker Hall,Laptops,Winter,17,2,0,2.25
Chu Hall,Cooking Wares,Winter,18,2,0,0.75
Moulton House,Phones,Winter,19,2,0,2.67
Gillespie Hall,Lamps,Winter,20,2,0,2.7
Kaplanis Hall,Fans,Winter,21,2,0,3.57
Smith Hall,Phones,Winter,22,2,0,2.11
Moulton House,Fridges,Winter,23,2,0,0.6
Kaplanis Hall,Phones,Winter,0,2,1,1.25
Gillespie Hall,Phones,Winter,1,2,1,2.4
Kaplanis Hall,Heaters,Winter,2,2,1,0.87
Chu Hall,Phones,Winter,3,2,1,2.25
Kaplanis Hall,Phones,Winter,4,2,1,1.69
Kaplanis Hall,Fridges,Winter,5,2,1,1.77
Kaplanis Hall,Lamps,Winter,6,2,1,1.79
Gillespie Hall,Kettles,Winter,7,2,1,0.95
Chu Hall,Air Conditioners,Winter,8,2,1,1.33
Moulton House,Lamps,Winter,9,2,1,2.07
Parker Hall,Fridges,Winter,10,2,1,1.51
Village,Phones,Winter,11,2,1,0.79
Village,Fans,Winter,12,2,1,1.94
Kaplanis Hall,Fans,Winter,13,2,1,1.17
Adams Hall,Fridges,Winter,14,2,1,0.51
Adams Hall,Kettles,Winter,15,2,1,0.61
Moulton House,Phones,Winter,16,2,1,2.32
Chu Hall,Fridges,Winter,17,2,1,2.15
Kaplanis Hall,Laptops,Winter,18,2,1,2.93
Adams Hall,Fridges,Winter,19,2,1,2.16
Moulton House,Fridges,Winter,20,2,1,1.23
Moulton House,Kettles,Winter,21,2,1,1.03
Village,Heaters,Winter,22,2,1,2.49
Kaplanis Hall,Cooking Wares,Winter,23,2,1,1.63
Gillespie Hall,Cooking Wares,Winter,0,2,2,1.53
Village,Phones,Winter,1,2,2,1.76
Village,Heaters,Winter,2,2,2,1.74
Village,Fans,Winter,3,2,2,0.68
Chu Hall,Laptops,Winter,4,2,2,0.23
Moulton House,Fridges,Winter,5,2,2,0.25
Gillespie Hall,Fridges,Winter,6,2,2,0.91
Gillespie Hall,Fans,Winter,7,2,2,0.23
Gillespie Hall,Lamps,Winter,8,2,2,0.55
Smith Hall,Cooking Wares,Winter,9,2,2,1.49
Moulton House,Laptops,Winter,10,2,2,1.22
Chu Hall,Air Conditioners,Winter,11,2,2,2.41
Smith Hall,Laptops,Winter,12,2,2,0.18
Parker Hall,Air Conditioners,Winter,13,2,2,0.48
Kaplanis Hall,Kettles,Winter,14,2,2,0.96
Chu Hall,Cooking Wares,Winter,15,2,2,0.98
Moulton House,Fridges,Winter,16,2,2,0.6
Moulton House,Fans,Winter,17,2,2,0.73
Kaplanis Hall,Heaters,Winter,18,2,2,3.32
Village,Air Conditioners,Winter,19,2,2,3.72
Gillespie Hall,Kettles,Winter,20,2,2,2.72
Moulton House,Laptops,Winter,21,2,2,0.22
Village,Cooking Wares,Winter,22,2,2,1.26
Chu Hall,Fridges,Winter,23,2,2,0.53
Gillespie Hall,Air Conditioners,Winter,0,2,3,2.35
Parker Hall,Phones,Winter,1,2,3,1.57
Village,Kettles,Winter,2,2,3,1.87
Kaplanis Hall,Heaters,Winter,3,2,3,2.55
Chu Hall,Fans,Winter,4,2,3,0.71
Moulton House,Heaters,Winter,5,2,3,1.41
Parker Hall,Lamps,Winter,6,2,3,2.42
Parker Hall,Heaters,Winter,7,2,3,0.67
Adams Hall,Phones,Winter,8,2,3,1.15
Chu Hall,Fans,Winter,9,2,3,0.5
Smith Hall,Air Conditioners,Winter,10,2,3,1.45
Village,Fans,Winter,11,2,3,0.5
Gillespie Hall,Fridges,Winter,12,2,3,2.39
Village,Phones,Winter,13,2,3,2.41
Village,Laptops,Winter,14,2,3,0.93
Adams Hall,Lamps,Winter,15,2,3,2.36
Kaplanis Hall,Cooking Wares,Winter,16,2,3,0.84
Parker Hall,Heaters,Winter,17,2,3,2.51
Chu Hall,Phones,Winter,18,2,3,1.42
Moulton House,Cooking Wares,Winter,19,2,3,3.14
Village,Fridges,Winter,20,2,3,3.76
Parker Hall,Air Conditioners,Winter,21,2,3,0.63
Moulton House,Cooking Wares,Winter,22,2,3,2.09
Village,Kettles,Winter,23,2,3,2.57
Village,Kettles,Winter,0,2,4,2.38
Village,Fridges,Winter,1,2,4,0.43
Adams Hall,Fridges,Winter,2,2,4,0.74
Village,Kettles,Winter,3,2,4,2.43
Chu Hall,Laptops,Winter,4,2,4,2.41
Parker Hall,Air Conditioners,Winter,5,2,4,0.44
Moulton House,Air Conditioners,Winter,6,2,4,1.58
Village,Laptops,Winter,7,2,4,2.23
Moulton House,Fans,Winter,8,2,4,0.92
Chu Hall,Phones,Winter,9,2,4,1.04
Smith Hall,Air Conditioners,Winter,10,2,4,0.18
Adams Hall,Kettles,Winter,11,2,4,0.73
Smith Hall,Fans,Winter,12,2,4,1.74
Gillespie Hall,Air Conditioners,Winter,13,2,4,1.68
Gillespie Hall,Fans,Winter,14,2,4,2.53
Smith Hall,Phones,Winter,15,2,4,0.44
Moulton House,Fans,Winter,16,2,4,2.44
Moulton House,Lamps,Winter,17,2,4,2.48
Chu Hall,Cooking Wares,Winter,18,2,4,1.6
Parker Hall,Cooking Wares,Winter,19,2,4,3.38
Parker Hall,Cooking Wares,Winter,20,2,4,3.44
Gillespie Hall,Fridges,Winter,21,2,4,0.85
Gillespie Hall,Fans,Winter,22,2,4,3.39
Parker Hall,Fridges,Winter,23,2,4,0.5
Village,Heaters,Winter,0,2,5,1.55
Moulton House,Fridges,Winter,1,2,5,2.39
Gillespie Hall,Laptops,Winter,2,2,5,2.11
Parker Hall,Air Conditioners,Winter,3,2,5,1.76
Chu Hall,Heaters,Winter,4,2,5,1.25
Gillespie Hall,Heaters,Winter,5,2,5,0.94
Parker Hall,Kettles,Winter,6,2,5,0.91
Village,Heaters,Winter,7,2,5,1.93
Gillespie Hall,Lamps,Winter,8,2,5,0.76
Smith Hall,Fans,Winter,9,2,5,0.28
Village,Kettles,Winter,10,2,5,0.9
Adams Hall,Heaters,Winter,11,2,5,0.4
Gillespie Hall,Air Conditioners,Winter,12,2,5,2.16
Smith Hall,Cooking Wares,Winter,13,2,5,0.38
Gillespie Hall,Laptops,Winter,14,2,5,1.86
Kaplanis Hall,Fridges,Winter,15,2,5,2.46
Parker Hall,Cooking Wares,Winter,16,2,5,2.39
Kaplanis Hall,Lamps,Winter,17,2,5,1.93
Kaplanis Hall,Air Conditioners,Winter,18,2,5,0.73
Kaplanis Hall,Laptops,Winter,19,2,5,1.61
Moulton House,Laptops,Winter,20,2,5,2.83
Parker Hall,Fans,Winter,21,2,5,2.37
Parker Hall,Fridges,Winter,22,2,5,1.01
Smith Hall,Air Conditioners,Winter,23,2,5,0.37
Chu Hall,Heaters,Winter,0,2,6,0.69
Gillespie Hall,Fans,Winter,1,2,6,1.59
Adams Hall,Fridges,Winter,2,2,6,0.4
Parker Hall,Fridges,Winter,3,2,6,1.62
Adams Hall,Air Conditioners,Winter,4,2,6,0.59
Chu Hall,Fridges,Winter,5,2,6,2.49
Moulton House,Air Conditioners,Winter,6,2,6,0.66
Chu Hall,Cooking Wares,Winter,7,2,6,1.89
Gillespie Hall,Air Conditioners,Winter,8,2,6,2.57
Adams Hall,Air Conditioners,Winter,9,2,6,2.38
Kaplanis Hall,Kettles,Winter,10,2,6,1.88
Kaplanis Hall,Fans,Winter,11,2,6,0.99
Gillespie Hall,Fans,Winter,12,2,6,0.79
Adams Hall,Phones,Winter,13,2,6,0.98
Moulton House,Laptops,Winter,14,2,6,1.04
Smith Hall,Cooking Wares,Winter,15,2,6,1.46
Village,Heaters,Winter,16,2,6,0.51
Adams Hall,Fans,Winter,17,2,6,1.26
Chu Hall,Air Conditioners,Winter,18,2,6,2.95
Village,Air Conditioners,Winter,19,2,6,2.35
Village,Fans,Winter,20,2,6,0.45
Moulton House,Fans,Winter,21,2,6,0.95
Moulton House,Air Conditioners,Winter,22,2,6,1.98
Village,Heaters,Winter,23,2,6,1.13
Gillespie Hall,Lamps,Winter,0,2,0,1.53
Chu Hall,Fans,Winter,1,2,0,1.87
Smith Hall,Lamps,Winter,2,2,0,1.26
Gillespie Hall,Phones,Winter,3,2,0,1.74
Moulton House,Phones,Winter,4,2,0,0.94
Smith Hall,Heaters,Winter,5,2,0,1.94
Gillespie Hall,Phones,Winter,6,2,0,1.46
Parker Hall,Kettles,Winter,7,2,0,2.32
Kaplanis Hall,Fridges,Winter,8,2,0,0.74
Smith Hall,Lamps,Winter,9,2,0,1.84
Gillespie Hall,Fridges,Winter,10,2,0,0.53
Moulton House,Cooking Wares,Winter,11,2,0,0.34
Gillespie Hall,Kettles,Winter,12,2,0,0.55
Adams Hall,Lamps,Winter,13,2,0,0.87
Chu Hall,Fans,Winter,14,2,0,0.44
Moulton House,Heaters,Winter,15,2,0,0.81
Chu Hall,Laptops,Winter,16,2,0,0.17
Kaplanis Hall,Phones,Winter,17,2,0,1.25
Chu Hall,Laptops,Winter,18,2,0,2.4
Smith Hall,Lamps,Winter,19,2,0,3.8
Adams Hall,Phones,Winter,20,2,0,0.79
Smith Hall,Laptops,Winter,21,2,0,2.73
Chu Hall,Heaters,Winter,22,2,0,2.56
Gillespie Hall,Lamps,Winter,23,2,0,2.3
Chu Hall,Air Conditioners,Winter,0,2,1,0.62
Chu Hall,Air Conditioners,Winter,1,2,1,1.69
Parker Hall,Phones,Winter,2,2,1,1.93
Village,Phones,Winter,3,2,1,0.91
Gillespie Hall,Lamps,Winter,4,2,1,0.89
Gillespie Hall,Fans,Winter,5,2,1,0.78
Village,Cooking Wares,Winter,6,2,1,2.45
Parker Hall,Phones,Winter,7,2,1,1.75
Parker Hall,Kettles,Winter,8,2,1,2.06
Village,Cooking Wares,Winter,9,2,1,0.26
Gillespie Hall,Cooking Wares,Winter,10,2,1,1.44
Parker Hall,Kettles,Winter,11,2,1,19.7
Adams Hall,Phones,Winter,12,2,1,2.03
Gillespie Hall,Air Conditioners,Winter,13,2,1,2.13
Parker Hall,Heaters,Winter,14,2,1,2.16
Parker Hall,Air Conditioners,Winter,15,2,1,0.77
Chu Hall,Lamps,Winter,16,2,1,0.16
Chu Hall,Fridges,Winter,17,2,1,2.56
Moulton House,Air Conditioners,Winter,18,2,1,3.48
Adams Hall,Heaters,Winter,19,2,1,2.48
Smith Hall,Lamps,Winter,20,2,1,0.46
Kaplanis Hall,Laptops,Winter,21,2,1,2.71
Chu Hall,Laptops,Winter,22,2,1,2.47
